"cohortId","cohortName","atlasId","description","createdDate","modifiedDate","librarian","cohortNameFormatted","lastModifiedBy","cohortNameLong","status","addedVersion","logicDescription","hashTag","contributors","contributorOrcIds","contributorOrganizations","peerReviewers","peerReviewerOrcIds","recommendedReferentConceptIds","ohdsiForumPost","replaces","notes","cohortNameAtlas","recommendedEraPersistenceDurations","recommendedEraCollapseDurations","recommendSubsetOperators","id","name"
993,"[W] Diarrhea including enteritis",993,"cohortNameLong : ;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Diarrhea condition record of any type successive records with > 30 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4209223, 4285898, 42537251;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;

notes : duplicate 884; 
","2023-09-20","2023-10-09","rao@ohdsi.org","Diarrhea including enteritis",,"","Pending","","Diarrhea condition record of any type successive records with > 30 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","4209223, 4285898, 42537251","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","","duplicate 884",,,,,993,993
994,"[P] Genitourinary infection",994,"cohortNameLong : Genitourinary infection;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Condition record of any type of genital or urinary tract infection during an outpatient or ER vists;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 24660, 4083666;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-25","rao@ohdsi.org","Genitourinary infection",,"Genitourinary infection","Pending","","Condition record of any type of genital or urinary tract infection during an outpatient or ER vists","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","24660, 4083666","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,994,994
996,"[P] Hypoglycemia",996,"cohortNameLong : Hypoglycemia;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Hypoglycemia condition record of any type successive records with > 90 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 257007, 4320791;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-24","rao@ohdsi.org","Hypoglycemia",,"Hypoglycemia","Pending","","Hypoglycemia condition record of any type successive records with > 90 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","257007, 4320791","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,996,996
997,"[W] Hypotension or low blood pressure",997,"cohortNameLong : Hypotension;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Hypotension condition record of any type successive records with > 90 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 24969, 260134;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;

notes : duplicates 890;","2023-09-20","2023-10-09","rao@ohdsi.org","Hypotension or low blood pressure",,"Hypotension","Pending","","Hypotension condition record of any type successive records with > 90 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","24969, 260134","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","","duplicates 890",,,,,997,997
998,"[P] Joint pain3",998,"cohortNameLong : ;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Joint pain condition record of any type successive records with > 90 days gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4096682;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-20","rao@ohdsi.org","Joint pain3",,"","Pending","","Joint pain condition record of any type successive records with > 90 days gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","4096682","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,998,998
999,"[P] Lower extremity amputation3",999,"cohortNameLong : Lower extremity amputation;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Procedure record of below knee lower extremity amputation during inpatient or outpatient visit;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 261600, 4078925;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-24","rao@ohdsi.org","Lower extremity amputation3",,"Lower extremity amputation","Pending","","Procedure record of below knee lower extremity amputation during inpatient or outpatient visit","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","261600, 4078925","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,999,999
1000,"[P] Nausea3",1000,"cohortNameLong : ;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Nausea condition record of any type successive records with > 30 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 319049, 4256228;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-20","rao@ohdsi.org","Nausea3",,"","Pending","","Nausea condition record of any type successive records with > 30 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","319049, 4256228","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,1000,1000
1001,"[W] Peripheral edema",1001,"cohortNameLong : Peripheral edema;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Edema condition record of any type successive records with > 180 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 319049, 4256228;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;

notes: unclear about the origins and also how does it differ from 929;","2023-09-20","2023-10-16","rao@ohdsi.org","Peripheral edema",,"Peripheral edema","Pending","","Edema condition record of any type successive records with > 180 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","319049, 4256228","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","","unclear about the origins and also how does it differ from 929",,,,,1001,1001
1002,"[P] Photosensitivity",1002,"cohortNameLong : Photosensitivity;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Condition record of drug-induced photosensitivity during any type of visit;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 254061;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-24","rao@ohdsi.org","Photosensitivity",,"Photosensitivity","Pending","","Condition record of drug-induced photosensitivity during any type of visit","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","254061","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,1002,1002
1003,"[P] Renal cancer",1003,"cohortNameLong : Renal Cancer;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Primary malignant neoplasm of kidney condition record of any type limited to earliest event per person;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 73754;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-phebruary-2023-p11-neurofibromatosis-type-1-with-optical-pathway-glioma/18236;
replaces : ;
","2023-09-20","2023-09-24","rao@ohdsi.org","Renal cancer",,"Renal Cancer","Pending","","Primary malignant neoplasm of kidney condition record of any type limited to earliest event per person","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","73754","https//forums.ohdsi.org/t/phenotype-phebruary-2023-p11-neurofibromatosis-type-1-with-optical-pathway-glioma/18236","",,,,,,1003,1003
1004,"[P] Thyroid tumor",1004,"cohortNameLong : Thyroid tumor;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Neoplasm of thyroid gland condition record of any type limited to earliest event per person;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : ;
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4131909;
ohdsiForumPost : https://forums.ohdsi.org/t/howoften-community-contributions-wanted/19666;
replaces : ;
","2023-09-20","2023-10-05","rao@ohdsi.org","Thyroid tumor",,"Thyroid tumor","Pending","","Neoplasm of thyroid gland condition record of any type limited to earliest event per person","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","","","","4131909",,"",,,,,,1004,1004
1005,"[P] Venous thromboembolism",1005,"cohortNameLong : Venous thromboembolism;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Venous thromboembolism condition record of any type successive records with > 180 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 72404, 72711;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-24","rao@ohdsi.org","Venous thromboembolism",,"Venous thromboembolism","Pending","","Venous thromboembolism condition record of any type successive records with > 180 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","72404, 72711","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,1005,1005
1006,"[P] Vomiting symptoms",1006,"cohortNameLong : Vomiting;
librarian : rao@ohdsi.org;
status : Pending;
addedVersion : ;
logicDescription : Vomiting condition record of any type successive records with > 30 day gap are considered independent episodes;
hashTag : #usedInStudy, #LEGEND, #Diabetes, #legendDiabetes, #Symptoms;
contributors : Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard';
contributorOrcIds : 0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 435524, 442588;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-09-20","2023-09-24","rao@ohdsi.org","Vomiting symptoms",,"Vomiting","Pending","","Vomiting condition record of any type successive records with > 30 day gap are considered independent episodes","#usedInStudy, #LEGEND, #Diabetes, #legendDiabetes, #Symptoms","Rohan Khera','Martijn Schuemie','Yuan Lu','Anna Ostropolets','RuiJun Chun','George Hripcsak','Patrick Ryan','Harlan Krumholz','Marc Suchard'","0000-0001-9467-6199', '0000-0002-0817-5361', '', '0000-0002-0847-6682', '', '','','0000-0003-2046-127X','0000-0001-9818-479X'","'OHDSI'","","","435524, 442588","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,1006,1006
